day_index,temperature,temperature_scaled
0,20.031193698190084,-0.28528804487273474
1,20.98138493415176,-0.14448584868223963
2,19.6688345791804,-0.338983509359501
3,24.60962569681717,0.39315778383782674
4,19.63817675272617,-0.3435264783238626
5,20.121599050402853,-0.2718915077787569
6,20.39172310378416,-0.23186371282496257
7,20.39915812081629,-0.23076196963136422
8,20.696921223520917,-0.18663853719107737
9,21.23957439705808,-0.10622655725269745
10,21.27054414262565,-0.10163736717564834
11,20.53617494680679,-0.2104584041128001
12,20.98910735273962,-0.1433415174614064
13,21.48470419775987,-0.06990248586130181
14,21.688819423278098,-0.03965607762138871
15,20.92358569545054,-0.15305071377387938
16,21.69137099436286,-0.03927797814112244
17,21.585892769946486,-0.054908058788065255
18,20.970255891016464,-0.14613498377804204
19,21.986154717408883,0.004403960857276091
20,21.7445611638369,-0.03139609879489849
21,20.8806908022478,-0.1594070081067672
22,21.686932788484658,-0.039935644841409296
23,21.93613292470399,-0.0030084188865828476
24,21.69550183427595,-0.038665857854319294
25,22.694597763433435,0.10938318291375508
26,22.794641062642818,0.12420789999143603
27,22.052933036756365,0.01429937313448932
28,22.07967894008345,0.018262661560046082
29,22.341624498694536,0.057078542552106155
30,22.38848251308566,0.06402210410655317
31,22.27337792349742,0.04696555970554457
32,20.796156054044868,-0.17193362143564786
33,23.60869951150342,0.24483753020581517
34,22.81204982315973,0.12678758250266722
35,27.622807232126203,0.8396600895160827
36,23.134921470509852,0.17463167463274237
37,26.24838795854189,0.6359945063333923
38,22.91683951301526,0.1423156340267864
39,22.70867734680911,0.11146953793968405
40,22.37147116144859,0.06150131083882321
41,22.69263402806133,0.10909219069801503
42,22.89029558155552,0.13838227440020717
43,23.852660455855457,0.28098839694655964
44,23.967829830748578,0.29805454142896565
45,23.24268420024653,0.1906002801514518
46,22.42956330573917,0.07010957956196125
47,23.84349301952623,0.27962993864917757
48,25.65072959168868,0.5474316913550075
49,23.770071186246767,0.26875007048914595
50,24.54788781184892,0.3840092782921113
51,24.215676008906037,0.3347811338045225
52,23.734299100621843,0.2634492552135704
53,23.695124892278777,0.2576443031576347
54,24.242566140815462,0.3387657944553517
55,23.99589846517396,0.3022138361283762
56,24.487826390967,0.3751091962386951
57,25.111698646458542,0.4675564641053814
58,23.983015661456456,0.30030482351295296
59,24.790747429250303,0.4199969470917394
60,25.277999952309244,0.49219949195800883
61,24.850659773125493,0.4288749384657697
62,25.327478449784543,0.4995313645801311
63,24.895637272859844,0.43553983970046123
64,25.196918929721303,0.4801846620820008
65,25.40376950546023,0.5108364027474808
66,27.193920872593768,0.7761064183677743
67,26.32136150273781,0.6468079456682545
68,25.6855778651016,0.5525956133575293
69,26.118665534416827,0.6167718472299563
70,26.072685551235992,0.6099583949819871
71,25.77042986911536,0.5651692386069882
72,28.72717042973395,1.0033079508413372
73,25.83877895243402,0.5752974114154168
74,29.31178624058994,1.0899380806308425
75,25.88865268542608,0.5826878512255603
76,25.44575276430428,0.5170576083582584
77,24.965159140282505,0.44584179918598316
78,25.656492478720743,0.548285653294249
79,26.185529183577117,0.6266799039355637
80,26.745943486488983,0.7097237814626963
81,25.852677397174745,0.577356924773426
82,26.850532760957016,0.7252221348317054
83,25.804678635999185,0.5702443239282899
84,26.014377012826262,0.6013180603272072
85,27.262379680835533,0.7862508505454389
86,26.62481556454655,0.6917746815510096
87,26.576933857765745,0.6846794261782703
88,26.84365629244913,0.7242031590389374
89,26.184613454208726,0.6265442084025955
90,26.683712769298705,0.7005022465555335
91,26.911307829096184,0.7342279672828553
92,27.58602252131046,0.8342092203930407
93,26.194988431937038,0.6280816038176303
94,27.97106304568596,0.8912656837685844
95,27.08611667087468,0.7601316674059344
96,26.65153269582153,0.6957337064473184
97,26.61885726863953,0.690891763336749
98,27.45860255124306,0.8153277458592756
99,26.705261847751448,0.703695453835494
100,27.15512494483498,0.770357521066952
101,27.366032793073337,0.8016104805785361
102,28.11809335458552,0.9130530773122351
103,28.11022304682841,0.9118868314293476
104,27.33370677836498,0.7968203144595902
105,27.60253005896941,0.8366553569896648
106,26.964306107395487,0.7420814116174628
107,26.79503222340691,0.7169978981927525
108,27.252085992649164,0.7847255008593054
109,28.47964029072096,0.9666281900970765
110,28.359054904154032,0.9487594847096613
111,28.21109556798274,0.9268344251097156
112,27.340364508312348,0.7978068769143405
113,27.762579199410197,0.860371920160926
114,27.738160172145022,0.8567534352311083
115,28.132159240894342,0.9151374026655875
116,28.148142050232988,0.917505783440956
117,27.808620126025723,0.8671944031904083
118,28.530552709541976,0.9741725454984546
119,28.51617601526272,0.9720421636849137
120,28.082459347754146,0.9077727229677263
121,28.64358454354728,0.9909219427408728
122,32.1125934783404,1.5049701239251307
123,29.29283128370776,1.0871292780901562
124,28.86690693134002,1.0240145260753197
125,28.894378883158986,1.0280854025508697
126,28.58523564987191,0.9822756281214128
127,29.261109966361342,1.082428717845659
128,28.251411543177312,0.9328085676129478
129,29.283228594808904,1.08570632275746
130,28.721597123132483,1.0024820815006932
131,29.64934083625051,1.1399579362182286
132,29.235822820138488,1.0786815924367779
133,28.94500529680117,1.0355873768443429
134,28.897282369725783,1.028515649926074
135,29.314286818079538,1.0903086237267527
136,29.325360649455767,1.091949577377981
137,28.92230646414685,1.0322237955275206
138,29.20143430516807,1.073585798823544
139,29.63710650607269,1.1381450163629818
140,28.539982599643697,0.9755698949854907
141,29.61670103334312,1.1351212720198538
142,29.545820079046084,1.124617918952195
143,29.90933485648885,1.1784846323826113
144,28.98832789452207,1.042007049719568
145,29.378499593902525,1.0998238660455415
146,29.50700365151012,1.118865983932713
147,29.802034715786075,1.1625845746987393
148,29.674699016976405,1.1437155877334921
149,28.867202266822957,1.024058289775759
150,29.65867437893032,1.1413410086544054
151,30.540770739011315,1.2720527012594665
152,32.94780802607649,1.6287347285233522
153,30.406675009939374,1.2521819926710152
154,30.132669979496573,1.2115791028595309
155,30.31515256861412,1.2386199219513572
156,29.81107119511737,1.163923627394157
157,29.93846608124307,1.1828013849139707
158,29.82607895673932,1.1661475226652336
