day_index,temperature,temperature_scaled
0,20.734899463138643,-0.18101080737918052
1,20.382657033156416,-0.23320715044771895
2,19.87474769895035,-0.3084706837400325
3,20.678161786496474,-0.18941836701098252
4,20.140849501945343,-0.26903891795024937
5,20.91870058660585,-0.1537746039003398
6,20.384239589307665,-0.23297264251578137
7,21.11381839410649,-0.12486146013285455
8,20.888191885776788,-0.1582954749808895
9,22.3840151557781,0.0633601176597563
10,20.810887347190366,-0.1697506940952237
11,21.11227338466316,-0.12509040428064627
12,20.76457204281348,-0.1766138352469064
13,21.08899868065754,-0.12853931994693119
14,24.751144671351163,0.4141284912732054
15,21.48695604604813,-0.06956880020679884
16,22.008725873437445,0.007748622667551944
17,21.61863451765231,-0.050056288102736525
18,20.84631971879724,-0.16450021866494227
19,21.185182159761517,-0.11428656262553143
20,20.45369349604253,-0.22268075364945095
21,22.24084810884377,0.0421451938975312
22,22.817464147343745,0.1275898933503623
23,21.90184985880539,-0.00808858673908963
24,21.921545287521138,-0.0051700588542436835
25,22.824347068513305,0.1286098253179511
26,22.205047476286637,0.0368401484516514
27,22.648624576265792,0.10257073771946797
28,22.59902358283416,0.09522071327798197
29,23.08694754535989,0.16752275406460385
30,22.36896094873752,0.06112933996680593
31,23.50443653565064,0.22938752874735072
32,21.657723280506858,-0.04426399761636998
33,23.16003032270423,0.17835237989604963
34,22.3785310369386,0.06254746443001999
35,22.645815724388168,0.10215451359723321
36,23.2570440389344,0.1927281642527475
37,23.33297544785371,0.20397990888166614
38,23.435211442183014,0.21912954611939142
39,22.518421367952467,0.0832768345684772
40,24.01529266533605,0.30508772705983384
41,22.91949993392469,0.1427098632015694
42,23.064989069798,0.1642688810892543
43,23.846147745918387,0.2800233239932578
44,23.46215766998576,0.22312251922846887
45,23.83771417276116,0.27877361174868115
46,22.683090027641477,0.10767793200071347
47,23.981094884534905,0.30002019700966526
48,24.02512109424036,0.3065441332257236
49,23.73827316071469,0.26403814339490533
50,23.032881094084345,0.1595110246445587
51,24.039945565428805,0.3087408679688967
52,24.203801994982577,0.33302160669593195
53,24.11471691409305,0.31982071137894025
54,23.45578458709169,0.2221781366304951
55,25.24647184992724,0.4875275628882651
56,24.20459443900862,0.3331390334359418
57,24.487525292796114,0.3750645786058173
58,23.46816970664704,0.2240134009093855
59,25.54428538619493,0.531658468725666
60,24.58719999510752,0.3898346758861569
61,24.942984849571648,0.44255594607253557
62,25.527056724634043,0.5291054738196035
63,24.70112141655926,0.4067158948728944
64,25.59312738370276,0.5388960228675681
65,24.15271431131857,0.32545128002279927
66,25.530378244574976,0.5295976666379265
67,26.112144577402635,0.6158055521999534
68,25.106579351326623,0.4667978715502816
69,26.026613595207564,0.6031313139207426
70,26.4541349041525,0.6664827077659601
71,25.479364315446645,0.5220382691337961
72,25.507238719281244,0.5261687821598819
73,25.29567472392191,0.49481859279375784
74,25.55837152439468,0.5337457950651481
75,25.47356312450829,0.5211786312064748
76,25.499280671298237,0.5249895346663365
77,26.615428952693087,0.6903837451650116
78,25.687800587606127,0.5529249830657678
79,26.278349374451487,0.6404342790879561
80,30.18709940411905,1.2196446187622043
81,27.029484280748484,0.7517397094468451
82,26.09387341816593,0.6130980768517194
83,26.600594152229785,0.6881854797988123
84,26.869673097034045,0.728058407419236
85,27.2826761827976,0.7892584472723773
86,26.34212838204267,0.649885244325075
87,26.35479859604188,0.651762754756422
88,26.195125770515187,0.6281019550613518
89,27.90596488999187,0.8816192431966489
90,27.54137305267581,0.8275929277936515
91,26.888876552876887,0.7309040332835735
92,27.936051628784277,0.886077586673047
93,26.979265304404905,0.7442981104381381
94,27.45177312371484,0.814315740740407
95,27.15352649089856,0.7701206573533759
96,27.405713546180262,0.8074904939616243
97,27.410555347973503,0.8082079667189029
98,27.109535206052637,0.763601896408082
99,27.925115856828388,0.884457091082105
100,27.79316292622348,0.8649039088175484
101,28.004831620262976,0.8962696127491063
102,27.70636907763278,0.8520425351962398
103,27.147711376307853,0.7692589561773572
104,28.509896006703315,0.9711115731218842
105,27.577593527296163,0.8329601866996404
106,27.94403207176757,0.8872601527251148
107,28.132270659439907,0.915153913000895
108,28.045323074554283,0.9022697582728574
109,28.375800120673198,0.951240841274898
110,28.50570350420155,0.9704903154871668
111,27.906960685160808,0.8817668031208363
112,32.48075843003706,1.5595259141674946
113,27.984957211025133,0.8933245629919963
114,28.335445210674727,0.9452609292952809
115,28.02131933440251,0.8987128118369802
116,27.92593206722365,0.8845780395942116
117,34.21070311217116,1.8158743220603804
118,29.916892754305728,1.1796045844206056
119,28.22082288100044,0.9282758476192998
120,29.05453168463966,1.0518173265269066
121,28.32848969138092,0.9442302395192147
122,28.53018055546004,0.9741173985868911
123,31.527958829084472,1.4183372026048433
124,28.084808210497435,0.9081207845160635
125,27.99466537714275,0.8947631482563183
126,28.66170578250249,0.993607202450729
127,29.078081532562603,1.0553070138466878
128,29.018420554687648,1.0464662706428587
129,29.00664311095132,1.0447210535951486
130,28.882465480978677,1.0263200387718716
131,31.37284997728574,1.3953527062684357
132,27.484883395595965,0.8192221204468125
133,28.603535759793854,0.9849873934692899
134,28.9687199895362,1.0391014913643484
135,29.403747790406573,1.1035652197679016
136,29.83168104564702,1.166977657054613
137,28.67892811231354,0.9961592590990502
138,29.884055738802186,1.1747386966663782
139,28.96263062779771,1.0381991514208424
140,29.15670583709348,1.0669577998494586
141,29.544478182465067,1.124419072679448
142,29.18359475021302,1.070942279896336
143,29.87106992204126,1.1728144192682448
144,29.143852672617115,1.065053179265963
145,29.180874055215916,1.0705391191258946
146,29.93045944061233,1.1816149368156832
147,31.945283875200417,1.480177683546508
148,29.58460510005424,1.1303652000578934
149,28.656738482382178,0.9928711329737572
150,30.42297203853009,1.2545969354005488
151,30.1419323199945,1.2129516243421694
152,30.93854359180253,1.3309958793674794
153,30.256833403394268,1.2299780125838804
154,29.046314176048927,1.0505996313798678
155,29.968276530975213,1.1872187870461466
156,29.19708248351412,1.0729409327975112
157,30.46656227996356,1.261056268526364
158,29.147749934429847,1.0656306872470869
159,29.14383761833386,1.0650509484769761
160,28.93292133347671,1.033796738801836
161,29.51236480318168,1.1196604155175314
162,29.42985779240092,1.1074342784207332
163,29.161127212404928,1.0676129725457257
164,30.803523227866958,1.3109881556029808
165,30.089536612945547,1.2051874708283985
166,30.046000679415165,1.1987361852110594
167,30.649061245236503,1.2880995142861675
168,29.996511013412405,1.191402657602935
169,29.50725157700096,1.1189027222778805
170,29.0440019171117,1.0502569938936432
171,29.503397873544397,1.1183316689050276
172,30.669757991384333,1.2911664204007691
173,29.29980881303345,1.088163229378969
174,33.43514581427882,1.700949908235107
175,30.463199094912152,1.2605579016466126
176,30.097240597963168,1.2063290705073324
177,30.16169191818561,1.215879661052942
178,30.296934171592124,1.2359202650668446
179,30.16500401058992,1.2163704568705238
180,30.785430980674533,1.3083071919797618
181,29.465576921664592,1.1127272464633684
182,30.110062347758955,1.2082290359689425
183,29.08415475808048,1.0562069626764745
184,28.959124648699863,1.0376796248896643
185,29.957182504207584,1.1855748407810587
186,30.27102544959351,1.2320810326893727
187,30.81528447477425,1.3127309725558325
188,31.209758606026952,1.3711853361813864
189,30.65900246672622,1.2895726343967229
190,32.15656804162011,1.5114864070184333
191,30.07536533017125,1.203087527509685
192,29.17909319658652,1.0702752261361115
193,29.915865633012416,1.1794523824970569
194,30.62976971688809,1.2852408375729705
195,30.428717987086756,1.255448387345543
196,29.330704367669604,1.0927414256205823
197,30.27447771167763,1.232592599271838
198,30.224554256352583,1.225194791456793
199,30.127495887641537,1.2108123903611325
200,29.9301165905111,1.1815641322561479
201,32.88865598464053,1.6199694010522936
202,30.27359209958765,1.2324613666077988
203,29.593605211642306,1.1316988636716991
204,30.130543888452344,1.2112640522918152
205,29.796345593940035,1.1617415435067004
206,29.134737423024085,1.0637024541561653
207,29.58416780972567,1.130300401061328
208,29.06905017320427,1.0539687198442687
209,30.32617317957149,1.2402529892407943
210,29.99861124239514,1.1917138758525674
211,29.62677122149286,1.1366135027981137
